eid,location,start_day,start_time,end_time,total_time,shift_title,event_id
3070757,"Cleveland, OH",3/8/19,2:57 PM,9:03 PM,6.09,Wizard World Comic Con ,1.CLE0319
3147206,"Cleveland, OH",3/8/19,2:57 PM,9:04 PM,6.1,Wizard World Comic Con ,1.CLE0319
3063311,"Cleveland, OH",3/9/19,9:40 AM,7:14 PM,9.57,Wizard World Comic Con ,1.CLE0319
3147206,"Cleveland, OH",3/10/19,9:28 AM,4:23 PM,6.93,Wizard World Comic Con ,1.CLE0319
3059086,"Atlanta, GA",3/28/19,3:55 PM,5:15 PM,1.34,Savannah Women's Show Set-Up ,10.ATL0319
3111536,"Atlanta, GA",3/28/19,3:56 PM,4:59 PM,1.06,Savannah Women's Show Set-Up ,10.ATL0319
3111533,"Atlanta, GA",3/28/19,4:00 PM,5:00 PM,1.0,Savannah Women's Show Set-Up ,10.ATL0319
3111533,"Atlanta, GA",3/29/19,3:30 PM,8:30 PM,5.0,Southern Womens Show ,10.ATL0319
3059086,"Atlanta, GA",3/29/19,3:54 PM,8:30 PM,4.61,Southern Womens Show ,10.ATL0319
3059086,"Atlanta, GA",3/30/19,3:54 PM,7:30 PM,3.59,Southern Womens Show ,10.ATL0319
3111536,"Atlanta, GA",3/30/19,3:55 PM,7:30 PM,3.59,Southern Womens Show ,10.ATL0319
3111536,"Atlanta, GA",3/29/19,9:28 AM,8:28 PM,11.0,Southern Womens Show Savannah ,10.ATL0319
3059086,"Atlanta, GA",3/29/19,9:28 AM,3:54 PM,6.43,Southern Womens Show Savannah ,10.ATL0319
3111536,"Atlanta, GA",3/30/19,9:25 AM,3:54 PM,6.5,Southern Womens Show Savannah ,10.ATL0319
3059086,"Atlanta, GA",3/30/19,9:25 AM,3:54 PM,6.48,Southern Womens Show Savannah ,10.ATL0319
3111533,"Atlanta, GA",3/30/19,9:33 AM,11:21 PM,13.79,Southern Womens Show Savannah ,10.ATL0319
3111536,"Atlanta, GA",3/31/19,10:25 AM,5:30 PM,7.09,Southern Womens Show Savannah ,10.ATL0319
3059086,"Atlanta, GA",3/31/19,10:25 AM,5:31 PM,7.1,Southern Womens Show Savannah ,10.ATL0319
3111533,"Atlanta, GA",3/31/19,10:27 AM,5:31 PM,7.07,Southern Womens Show Savannah ,10.ATL0319
3147209,"Seattle, WA",3/8/19,8:18 AM,1:35 PM,5.29,Just Between Friends Issaquah ,100.SEA0319
3163795,"Seattle, WA",3/8/19,1:35 PM,6:05 PM,4.5,Just Between Friends Issaquah ,100.SEA0319
3082974,"Seattle, WA",3/8/19,1:43 PM,6:32 PM,4.81,Just Between Friends Issaquah ,100.SEA0319
3172178,"Seattle, WA",3/9/19,8:00 AM,6:29 PM,10.48,Just Between Friends Issaquah ,100.SEA0319
3163796,"Seattle, WA",3/9/19,8:03 AM,6:35 PM,10.53,Just Between Friends Issaquah ,100.SEA0319
3163796,"Seattle, WA",3/10/19,8:00 AM,2:28 PM,6.46,Just Between Friends Issaquah ,100.SEA0319
3123561,"Seattle, WA",3/10/19,8:07 AM,2:33 PM,6.44,Just Between Friends Issaquah ,100.SEA0319
3066360,"Pittsburgh, PA",3/4/19,3:27 PM,9:36 PM,6.15,Pittsburgh Home and Garden Show ,102.PIT0319
3108125,"Pittsburgh, PA",3/4/19,3:28 PM,9:49 PM,6.35,Pittsburgh Home and Garden Show ,102.PIT0319
3182221,"Pittsburgh, PA",3/5/19,3:34 PM,9:32 PM,5.96,Pittsburgh Home and Garden Show ,102.PIT0319
3116256,"Pittsburgh, PA",3/5/19,3:35 PM,9:39 PM,6.07,Pittsburgh Home and Garden Show ,102.PIT0319
3116256,"Pittsburgh, PA",3/6/19,3:28 PM,9:25 PM,5.95,Pittsburgh Home and Garden Show ,102.PIT0319
3189115,"Pittsburgh, PA",3/6/19,3:28 PM,9:25 PM,5.95,Pittsburgh Home and Garden Show ,102.PIT0319
3059109,"Pittsburgh, PA",3/7/19,3:27 PM,9:40 PM,6.21,Pittsburgh Home and Garden Show ,102.PIT0319
3116256,"Pittsburgh, PA",3/7/19,3:33 PM,9:44 PM,6.18,Pittsburgh Home and Garden Show ,102.PIT0319
3116256,"Pittsburgh, PA",3/8/19,9:25 AM,4:02 PM,6.62,Pittsburgh Home and Garden Show ,102.PIT0319
3059113,"Pittsburgh, PA",3/8/19,9:29 AM,4:01 PM,6.53,Pittsburgh Home and Garden Show ,102.PIT0319
3066360,"Pittsburgh, PA",3/8/19,3:56 PM,9:42 PM,5.78,Pittsburgh Home and Garden Show ,102.PIT0319
3123563,"Pittsburgh, PA",3/8/19,4:01 PM,9:50 PM,5.82,Pittsburgh Home and Garden Show ,102.PIT0319
3123555,"Pittsburgh, PA",3/9/19,9:29 AM,9:18 PM,11.82,Pittsburgh Home and Garden Show ,102.PIT0319
3108123,"Pittsburgh, PA",3/10/19,9:25 AM,6:06 PM,8.69,Pittsburgh Home and Garden Show ,102.PIT0319
3066360,"Pittsburgh, PA",3/10/19,9:34 AM,6:02 PM,8.47,Pittsburgh Home and Garden Show ,102.PIT0319
3078104,"Indianapolis, IN",3/29/19,8:43 AM,6:12 PM,9.49,Hot Chocolate 15/5k Expo ,104.IND0319
3045040,"Denver, CO",3/18/19,5:56 PM,8:41 PM,2.74,"Wine, Women, & Wellness - Belmar ",105.DEN0319
3045040,"Denver, CO",3/5/19,1:25 PM,5:10 PM,3.75,"Wine, Women, & Wellness - DTC ",105.DEN0319
3045037,"Denver, CO",3/5/19,1:26 PM,5:11 PM,3.75,"Wine, Women, & Wellness - DTC ",105.DEN0319
3045037,"Denver, CO",3/12/19,5:58 PM,9:21 PM,3.38,"Wine, Women, & Wellness - Littleton ",105.DEN0319
3030057,"Denver, CO",3/20/19,5:55 PM,8:25 PM,2.5,"Wine, Women, & Wellness - Lowry ",105.DEN0319
3060528,"Denver, CO",3/13/19,6:00 PM,8:30 PM,2.5,"Wine, Women, & Wellness - Westminster ",105.DEN0319
3163787,"Denver, CO",3/13/19,6:00 PM,8:00 PM,2.0,"Wine, Women, & Wellness - Westminster ",105.DEN0319
3184467,"Houston, TX",3/10/19,11:03 AM,6:17 PM,7.24,EADO Fest ,106.HOU0319
3108120,"Jacksonville, FL",3/16/19,7:13 AM,5:06 PM,9.89,Savage Race ,107.JAX0319
3100045,"Jacksonville, FL",3/16/19,7:13 AM,5:00 PM,9.79,Savage Race ,107.JAX0319
3108120,"Jacksonville, FL",3/17/19,7:11 AM,3:04 PM,7.89,Savage Race ,107.JAX0319
3100045,"Jacksonville, FL",3/17/19,7:11 AM,3:04 PM,7.89,Savage Race ,107.JAX0319
3066356,"Jacksonville, FL",3/9/19,8:46 AM,5:00 PM,8.24,Clay County Strawberry Festival ,11.JAX0319
3066356,"Jacksonville, FL",3/10/19,9:00 AM,3:07 PM,6.12,Clay County Strawberry Festival ,11.JAX0319
3078105,"Jacksonville, FL",3/10/19,9:25 AM,5:44 PM,8.32,Clay County Strawberry Festival ,11.JAX0319
3108120,"Jacksonville, FL",3/24/19,8:55 AM,5:21 PM,8.44,Palm Coast Strawberry Fest ,11.JAX0319
3066356,"Jacksonville, FL",3/24/19,9:17 AM,5:20 PM,8.06,Palm Coast Strawberry Fest ,11.JAX0319
3066359,"Jacksonville, FL",3/23/19,8:25 AM,5:33 PM,9.14,Palm Coast Strawberry Festival ,11.JAX0319
3078105,"Jacksonville, FL",3/23/19,8:25 AM,5:34 PM,9.16,Palm Coast Strawberry Festival ,11.JAX0319
3186103,"Houston, TX",3/17/19,9:27 AM,3:37 PM,6.17,Montrose Morning Market ,113.HOU0319
2990682,"Houston, TX",3/17/19,9:35 AM,3:40 PM,6.1,Montrose Morning Market ,113.HOU0319
3182221,"Pittsburgh, PA",3/9/19,11:25 AM,5:00 PM,5.58,2019 Food Truck A Palooza ,114.PIT0319
3147206,"Cleveland, OH",3/29/19,9:59 AM,8:34 PM,10.57,IX Indoor Amusement Park ,117.CLE0319
3116263,"Cleveland, OH",3/29/19,10:28 AM,8:34 PM,10.09,IX Indoor Amusement Park ,117.CLE0319
3178845,"Cleveland, OH",3/30/19,10:30 AM,9:07 PM,10.62,IX Indoor Amusement Park ,117.CLE0319
3178846,"Cleveland, OH",3/30/19,10:56 AM,9:07 PM,10.18,IX Indoor Amusement Park ,117.CLE0319
3070757,"Cleveland, OH",3/31/19,10:31 AM,9:02 PM,10.52,IX Indoor Amusement Park ,117.CLE0319
3063311,"Cleveland, OH",3/31/19,10:44 AM,9:02 PM,10.3,IX Indoor Amusement Park ,117.CLE0319
3091433,"Santa Ana, CA",3/24/19,8:55 AM,4:18 PM,7.38,Pasadena Bride World ,119.SNA0319
3086515,"Santa Ana, CA",3/24/19,9:11 AM,4:20 PM,7.13,Pasadena Bride World ,119.SNA0319
3178850,"Columbus, OH",3/23/19,10:35 AM,2:37 PM,4.03,SupZilla - Pickerington ,12.CMH0319
3091433,"Santa Ana, CA",3/23/19,8:43 AM,4:54 PM,8.18,Claremont Pie Fest ,120.SNA0319
3100050,"Santa Ana, CA",3/23/19,8:53 AM,4:30 PM,7.62,Claremont Pie Fest ,120.SNA0319
3086513,"Santa Ana, CA",3/23/19,9:36 AM,4:34 PM,6.97,Claremont Pie Fest ,120.SNA0319
3055295,"Pleasanton, CA",3/23/19,7:58 AM,4:24 PM,8.43,Oakland Marathon Expo ,121.SFO0319
3201204,"Pleasanton, CA",3/23/19,8:00 AM,4:24 PM,8.4,Oakland Marathon Expo ,121.SFO0319
3055295,"Pleasanton, CA",3/22/19,3:30 PM,7:25 PM,3.92,Oakland Marathon Packet Pickup ,121.SFO0319
3178853,"Denver, CO",3/22/19,11:15 AM,6:15 PM,7.0,Longmont Spring Home Show ,123.DEN0319
3078092,"Denver, CO",3/22/19,11:16 AM,6:13 PM,6.95,Longmont Spring Home Show ,123.DEN0319
3066347,"Denver, CO",3/23/19,9:33 AM,5:07 PM,7.56,Longmont Spring Home Show ,123.DEN0319
3033684,"Denver, CO",3/23/19,9:33 AM,5:07 PM,7.56,Longmont Spring Home Show ,123.DEN0319
3197176,"Denver, CO",3/24/19,10:25 AM,2:41 PM,4.28,Longmont Spring Home Show ,123.DEN0319
3045037,"Denver, CO",3/24/19,10:28 AM,4:14 PM,5.76,Longmont Spring Home Show ,123.DEN0319
3033684,"Denver, CO",3/24/19,10:42 AM,4:10 PM,5.47,Longmont Spring Home Show ,123.DEN0319
3186104,"Denver, CO",3/24/19,10:27 AM,4:15 PM,5.81,Colorado Springs Spring Home Show ,124.DEN0319
3163787,"Denver, CO",3/24/19,10:35 AM,4:28 PM,5.88,Colorado Springs Spring Home Show ,124.DEN0319
3030057,"Denver, CO",3/24/19,10:46 AM,4:24 PM,5.62,Colorado Springs Spring Home Show ,124.DEN0319
3060528,"Denver, CO",3/23/19,9:25 AM,5:48 PM,8.39,Colorado Springs Spring Home Sow ,124.DEN0319
3197176,"Denver, CO",3/23/19,9:38 AM,5:43 PM,8.09,Colorado Springs Spring Home Sow ,124.DEN0319
2899532,"Denver, CO",3/23/19,9:54 AM,5:54 PM,8.01,Colorado Springs Spring Home Sow ,124.DEN0319
3111536,"Atlanta, GA",3/10/19,12:40 PM,5:06 PM,4.43,ATL UTD Tailgate ,127.ATL0319
3091421,"Atlanta, GA",3/10/19,12:40 PM,5:06 PM,4.44,ATL UTD Tailgate ,127.ATL0319
3193180,"Dallas, TX",3/30/19,9:31 AM,2:30 PM,4.98,Spring Fever ,129.DFW0319
3186104,"Denver, CO",3/13/19,11:00 AM,3:00 PM,4.0,Downtown Healthfair ,130.DEN0319
3060528,"Denver, CO",3/27/19,9:25 AM,1:13 PM,3.79,Downtown's Healthfair ,130.DEN0319
3033684,"Denver, CO",3/27/19,9:35 AM,1:05 PM,3.5,Downtown's Healthfair ,130.DEN0319
3078092,"Denver, CO",3/23/19,6:46 AM,6:02 PM,11.25,Louisville Downtown Criterium ,131.DEN0319
3116253,"Denver, CO",3/23/19,6:54 AM,6:03 PM,11.14,Louisville Downtown Criterium ,131.DEN0319
3063314,"Phoenix, AZ",3/9/19,7:56 AM,4:04 PM,8.14,Health and Wellness Expo ,133.PHX0319
3178860,"Phoenix, AZ",3/9/19,8:00 AM,9:02 PM,13.03,Health and Wellness Expo ,133.PHX0319
3030047,"Phoenix, AZ",3/9/19,8:02 AM,4:04 PM,8.04,Health and Wellness Expo ,133.PHX0319
3063314,"Phoenix, AZ",3/9/19,4:43 PM,9:08 PM,4.41,Health and Wellness Expo ,133.PHX0319
3163787,"Denver, CO",3/7/19,3:32 PM,7:02 PM,3.5,Feat on the Street Packet Pickup ,134.DEN0319
3111554,"Denver, CO",3/7/19,3:32 PM,7:02 PM,3.5,Feat on the Street Packet Pickup ,134.DEN0319
3045037,"Denver, CO",3/15/19,3:43 PM,7:08 PM,3.42,Feat on the Street Packet Pickup ,134.DEN0319
2899532,"Denver, CO",3/15/19,3:45 PM,7:04 PM,3.32,Feat on the Street Packet Pickup ,134.DEN0319
3030057,"Denver, CO",3/15/19,3:46 PM,7:07 PM,3.34,Feat on the Street Packet Pickup ,134.DEN0319
3178853,"Denver, CO",3/16/19,8:37 AM,2:37 PM,6.0,Brew Run @ St Patrick's Brewery ,135.DEN0319
3066348,"Denver, CO",3/16/19,8:45 AM,12:44 PM,3.99,Brew Run @ St Patrick's Brewery ,135.DEN0319
3186096,"Houston, TX",3/9/19,8:57 AM,5:08 PM,8.18,The Woodlands Family Fun Fest ,136.HOU0319
3193177,"Houston, TX",3/9/19,9:13 AM,5:06 PM,7.9,The Woodlands Family Fun Fest ,136.HOU0319
3182217,"Houston, TX",3/9/19,8:02 AM,6:21 PM,10.32,Corvette Chevy Expo ,137.HOU0319
2990682,"Houston, TX",3/9/19,2:02 PM,6:26 PM,4.4,Corvette Chevy Expo ,137.HOU0319
2990682,"Houston, TX",3/10/19,10:00 AM,6:03 PM,8.05,Corvette Chevy Expo ,137.HOU0319
3182217,"Houston, TX",3/10/19,10:50 AM,6:06 PM,7.27,Corvette Chevy Expo ,137.HOU0319
3063274,"Boston, MA",3/24/19,8:25 AM,5:00 PM,8.59,Race Mania Expo ,138.BOS0319
3163780,"Boston, MA",3/24/19,8:48 AM,5:18 PM,8.5,Race Mania Expo ,138.BOS0319
3066357,"Jacksonville, FL",3/10/19,12:17 PM,4:30 PM,4.22,CCE Spring Fling ,140.JAX0319
3055323,"Jacksonville, FL",3/10/19,12:17 PM,4:34 PM,4.29,CCE Spring Fling ,140.JAX0319
3010653,"Seattle, WA",3/20/19,12:25 PM,8:31 PM,8.09,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3045058,"Seattle, WA",3/21/19,6:55 AM,2:07 PM,7.2,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3163795,"Seattle, WA",3/21/19,7:25 AM,2:07 PM,6.71,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
2890203,"Seattle, WA",3/21/19,2:06 PM,8:48 PM,6.7,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3082974,"Seattle, WA",3/21/19,2:27 PM,8:47 PM,6.33,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
2890203,"Seattle, WA",3/22/19,9:55 AM,7:30 PM,9.58,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3045058,"Seattle, WA",3/22/19,10:00 AM,7:35 PM,9.58,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3026166,"Seattle, WA",3/23/19,8:01 AM,5:40 PM,9.65,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3091423,"Seattle, WA",3/23/19,8:36 AM,5:15 PM,8.66,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3030049,"Seattle, WA",3/24/19,7:00 AM,2:31 PM,7.52,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3147209,"Seattle, WA",3/24/19,7:51 AM,2:36 PM,6.75,Just Between Friends - Tacoma/Puyallup ,142.SEA0319
3075149,"Atlanta, GA",3/23/19,10:20 AM,4:28 PM,6.14,WING & ROCK FEST ,143.ATL0319
3078081,"Atlanta, GA",3/23/19,10:25 AM,8:10 PM,9.74,WING & ROCK FEST ,143.ATL0319
3197173,"Atlanta, GA",3/23/19,3:33 PM,8:13 PM,4.67,WING & ROCK FEST ,143.ATL0319
3051745,"Atlanta, GA",3/24/19,10:55 AM,6:15 PM,7.33,WING & ROCK FEST ,143.ATL0319
3055297,"Atlanta, GA",3/24/19,11:00 AM,6:10 PM,7.16,WING & ROCK FEST ,143.ATL0319
3066359,"Jacksonville, FL",3/17/19,9:13 AM,10:26 PM,13.21,St Patrick's Day Street Festival ,144.JAX0319
3186108,"Denver, CO",3/19/19,4:55 PM,8:52 PM,3.94,Beacon 85 Apartments ,145.DEN0319
3045037,"Denver, CO",3/19/19,5:08 PM,8:47 PM,3.65,Beacon 85 Apartments ,145.DEN0319
3078092,"Denver, CO",3/12/19,4:40 PM,9:35 PM,4.92,Beacon85 ,145.DEN0319
3116253,"Denver, CO",3/12/19,4:54 PM,9:33 PM,4.66,Beacon85 ,145.DEN0319
3163787,"Denver, CO",3/9/19,7:31 AM,3:08 PM,7.63,Collaborative Healthfair ,146.DEN0319
3186104,"Denver, CO",3/9/19,7:36 AM,3:05 PM,7.48,Collaborative Healthfair ,146.DEN0319
2994232,"Columbus, OH",3/9/19,8:55 AM,7:27 PM,10.54,Gift of Light Expo ,149.CMH0319
3178850,"Columbus, OH",3/9/19,9:05 AM,7:10 PM,10.08,Gift of Light Expo ,149.CMH0319
2902727,"Columbus, OH",3/10/19,10:15 AM,6:30 PM,8.25,Gift of Light Expo ,149.CMH0319
3078105,"Jacksonville, FL",3/8/19,6:42 PM,10:58 PM,4.25,Jacksonville Icemen ,15.JAX0319
3147202,"Jacksonville, FL",3/9/19,5:25 PM,10:18 PM,4.89,Jacksonville Icemen ,15.JAX0319
3157100,"Jacksonville, FL",3/10/19,1:28 PM,4:10 PM,2.71,Jacksonville Icemen ,15.JAX0319
3147202,"Jacksonville, FL",3/29/19,5:57 PM,11:00 PM,5.05,Jacksonville Icemen ,15.JAX0319
3100045,"Jacksonville, FL",3/30/19,5:27 PM,10:30 PM,5.04,Jacksonville Icemen ,15.JAX0319
3108120,"Jacksonville, FL",3/30/19,5:28 PM,10:30 PM,5.03,Jacksonville Icemen ,15.JAX0319
3178849,"Columbus, OH",3/10/19,11:00 AM,4:15 PM,5.25,Columbus Wedding Show ,151.CMH0319
3045058,"Seattle, WA",3/30/19,8:55 AM,6:30 PM,9.59,Seattle Vegfest ,154.SEA0319
3082974,"Seattle, WA",3/30/19,8:58 AM,6:43 PM,9.75,Seattle Vegfest ,154.SEA0319
3045058,"Seattle, WA",3/31/19,8:55 AM,6:30 PM,9.58,Seattle Vegfest ,154.SEA0319
3037715,"Seattle, WA",3/31/19,8:55 AM,6:36 PM,9.69,Seattle Vegfest ,154.SEA0319
3010653,"Seattle, WA",3/31/19,8:57 AM,6:30 PM,9.55,Seattle Vegfest ,154.SEA0319
3075149,"Atlanta, GA",3/30/19,9:35 AM,1:51 PM,4.27,Brookhaven Cherry Blossom Festival ,155.ATL0319
3157107,"Atlanta, GA",3/30/19,9:38 AM,5:00 PM,7.36,Brookhaven Cherry Blossom Festival ,155.ATL0319
3078081,"Atlanta, GA",3/30/19,1:31 PM,6:45 PM,5.22,Brookhaven Cherry Blossom Festival ,155.ATL0319
3059094,"Atlanta, GA",3/31/19,9:36 AM,2:01 PM,4.42,Brookhaven Cherry Blossom Festival ,155.ATL0319
3178841,"Atlanta, GA",3/31/19,9:55 AM,1:55 PM,4.0,Brookhaven Cherry Blossom Festival ,155.ATL0319
3078081,"Atlanta, GA",3/31/19,1:30 PM,6:30 PM,5.0,Brookhaven Cherry Blossom Festival ,155.ATL0319
3168462,"Atlanta, GA",3/31/19,1:31 PM,7:02 PM,5.51,Brookhaven Cherry Blossom Festival ,155.ATL0319
3066342,"Columbus, OH",3/9/19,9:10 AM,5:21 PM,8.18,Women in Business Expo ,156.CMH0319
3182212,"Columbus, OH",3/9/19,9:14 AM,5:10 PM,7.94,Women in Business Expo ,156.CMH0319
3186101,"Austin, TX",3/9/19,10:01 AM,6:44 PM,8.72,GreenChef @ SXSW ,158.AUS0319
3095878,"Austin, TX",3/9/19,10:02 AM,6:28 PM,8.42,GreenChef @ SXSW ,158.AUS0319
3095878,"Austin, TX",3/10/19,9:55 AM,6:33 PM,8.65,GreenChef @ SXSW ,158.AUS0319
3186107,"Austin, TX",3/10/19,9:59 AM,6:34 PM,8.57,GreenChef @ SXSW ,158.AUS0319
3176087,"Austin, TX",3/9/19,11:03 AM,7:27 PM,8.41,SXSW ,159.AUS0319
2984015,"Austin, TX",3/10/19,10:01 AM,6:34 PM,8.55,SXSW ,159.AUS0319
3186100,"Austin, TX",3/10/19,10:01 AM,6:31 PM,8.49,SXSW ,159.AUS0319
3123561,"Seattle, WA",3/9/19,3:10 PM,9:03 PM,5.87,Jet City Roller Derby ,16.SEA0319
3147209,"Seattle, WA",3/9/19,3:15 PM,9:10 PM,5.91,Jet City Roller Derby ,16.SEA0319
3184467,"Houston, TX",3/5/19,9:27 AM,3:34 PM,6.12,Jones Plaza Market ,161.HOU0319
3186096,"Houston, TX",3/17/19,8:28 AM,2:26 PM,5.96,Market on the Bayou ,161.HOU0319
3001652,"Houston, TX",3/31/19,8:34 AM,10:04 AM,1.5,Market on the Bayou ,161.HOU0319
3186096,"Houston, TX",3/31/19,8:37 AM,1:30 PM,4.88,Market on the Bayou ,161.HOU0319
3168464,"Austin, TX",3/9/19,8:25 AM,4:30 PM,8.08,Georgetown Market Days ,163.AUS0319
3186107,"Austin, TX",3/9/19,8:28 AM,4:37 PM,8.16,Georgetown Market Days ,163.AUS0319
3178849,"Columbus, OH",3/31/19,11:26 AM,4:13 PM,4.79,Spring Wedding Experience ,164.CMH0319
3193181,"Columbus, OH",3/31/19,11:30 AM,4:14 PM,4.73,Spring Wedding Experience ,164.CMH0319
3178850,"Columbus, OH",3/31/19,11:30 AM,4:14 PM,4.73,Spring Wedding Experience ,164.CMH0319
3078081,"Atlanta, GA",3/9/19,11:27 AM,4:25 PM,4.97,Brunch Fest ,166.ATL0319
3168462,"Atlanta, GA",3/9/19,11:46 AM,4:54 PM,5.13,Brunch Fest ,166.ATL0319
3078081,"Atlanta, GA",3/27/19,9:04 AM,4:05 PM,7.02,Active Adult Health & Wellness Fair ,167.ATL0319
3197173,"Atlanta, GA",3/27/19,9:16 AM,2:00 PM,4.74,Active Adult Health & Wellness Fair ,167.ATL0319
3157100,"Jacksonville, FL",3/9/19,10:54 AM,7:59 PM,9.08,Sweet Life Music Festival ,168.JAX0319
3066356,"Jacksonville, FL",3/29/19,4:55 PM,9:13 PM,4.3,Nocatee Food Truck Friday ,17.JAX0319
3100045,"Jacksonville, FL",3/29/19,5:03 PM,9:15 PM,4.2,Nocatee Food Truck Friday ,17.JAX0319
3045040,"Denver, CO",3/23/19,8:29 AM,5:51 PM,9.37,Great American Tiny Home Show ,170.DEN0319
3078091,"Denver, CO",3/23/19,8:34 AM,5:51 PM,9.28,Great American Tiny Home Show ,170.DEN0319
3189700,"Denver, CO",3/24/19,9:25 AM,3:14 PM,5.83,Great American Tiny Home Show ,170.DEN0319
3066347,"Denver, CO",3/24/19,9:30 AM,5:12 PM,7.7,Great American Tiny Home Show ,170.DEN0319
3091419,"Phoenix, AZ",3/16/19,8:28 AM,4:48 PM,8.33,St. Patrick's Day Faire ,171.PHX0319
3075167,"Phoenix, AZ",3/16/19,8:30 AM,4:50 PM,8.35,St. Patrick's Day Faire ,171.PHX0319
3186101,"Austin, TX",3/16/19,10:55 AM,7:00 PM,8.08,"SXSBRUNCH! Mixer, Market and Music ",172.AUS0319
3108120,"Jacksonville, FL",3/6/19,3:59 PM,9:35 PM,5.6,Downtown Jacksonville Art Walk ,173.JAX0319
3063311,"Cleveland, OH",3/22/19,6:28 AM,4:09 PM,9.68,NOHRC ,175.CLE0319
3116263,"Cleveland, OH",3/22/19,6:45 AM,4:17 PM,9.53,NOHRC ,175.CLE0319
3078104,"Indianapolis, IN",3/22/19,5:43 PM,10:15 PM,4.54,Harry Potter Beer Festivals ,176.IND0319
3078104,"Indianapolis, IN",3/23/19,5:40 PM,10:17 PM,4.61,Harry Potter Beer Festivals ,176.IND0319
3059121,"Phoenix, AZ",3/9/19,3:40 PM,9:03 PM,5.39,Harry Potter Beer Festival ,177.SEA0319
3116251,"Phoenix, AZ",3/9/19,4:38 PM,9:09 PM,4.53,Harry Potter Beer Festival ,177.SEA0319
3066368,"Seattle, WA",3/15/19,4:55 PM,10:30 PM,5.59,Harry Potter Beer Festival ,177.SEA0319
3111552,"Seattle, WA",3/15/19,5:01 PM,10:30 PM,5.48,Harry Potter Beer Festival ,177.SEA0319
3010630,"Seattle, WA",3/16/19,5:00 PM,10:32 PM,5.53,Harry Potter Beer Festival ,177.SEA0319
3103871,"Seattle, WA",3/16/19,5:01 PM,10:45 PM,5.74,Harry Potter Beer Festival ,177.SEA0319
3078105,"Jacksonville, FL",3/31/19,11:11 AM,3:41 PM,4.5,Fun4FirstCoastKids Summer Camp Fest ,178.JAX0319
3178853,"Denver, CO",3/9/19,8:29 AM,5:20 PM,8.85,Repticon Denver ,179.DEN0319
3178853,"Denver, CO",3/10/19,9:38 AM,4:21 PM,6.72,Repticon Denver ,179.DEN0319
3086513,"Santa Ana, CA",3/8/19,10:00 AM,7:45 PM,9.75,Pomona Home and Garden Show ,18.SNA0319
3100050,"Santa Ana, CA",3/9/19,9:04 AM,7:20 PM,10.26,Pomona Home and Garden Show ,18.SNA0319
3193182,"Santa Ana, CA",3/10/19,8:56 AM,5:47 PM,8.85,Pomona Home and Garden Show ,18.SNA0319
3086515,"Santa Ana, CA",3/10/19,9:03 AM,5:34 PM,8.52,Pomona Home and Garden Show ,18.SNA0319
2861116,"Portland, OR",3/7/19,3:29 PM,9:45 PM,6.27,Spring Show Lane County Home & Garden Show ,182.PDX0319
2861116,"Portland, OR",3/8/19,3:33 PM,9:49 PM,6.26,Spring Show Lane County Home & Garden Show ,182.PDX0319
2861116,"Portland, OR",3/9/19,9:00 AM,2:28 PM,5.47,Spring Show Lane County Home & Garden Show ,182.PDX0319
2861116,"Portland, OR",3/9/19,3:00 PM,8:48 PM,5.8,Spring Show Lane County Home & Garden Show ,182.PDX0319
2861116,"Portland, OR",3/10/19,9:20 AM,5:58 PM,8.63,Spring Show Lane County Home & Garden Show ,182.PDX0319
3002523,"Portland, OR",3/15/19,10:00 AM,7:30 PM,9.5,Shamrock Run Expo ,183.PDX0319
2861116,"Portland, OR",3/15/19,10:00 AM,7:30 PM,9.5,Shamrock Run Expo ,183.PDX0319
3042051,"Portland, OR",3/15/19,10:01 AM,6:46 PM,8.75,"Mid Valley Yard, Garden and Home show ",184.PDX0319
2861116,"Portland, OR",3/16/19,8:08 AM,6:30 PM,10.37,"Mid Valley Yard, Garden and Home show ",184.PDX0319
3042051,"Portland, OR",3/16/19,9:04 AM,5:24 PM,8.34,"Mid Valley Yard, Garden and Home show ",184.PDX0319
3042051,"Portland, OR",3/30/19,9:00 AM,5:00 PM,8.0,Gold Show ,185.PDX0319
3070772,"Portland, OR",3/30/19,9:06 AM,5:52 PM,8.78,Gold Show ,185.PDX0319
3204635,"Portland, OR",3/30/19,12:01 PM,8:30 PM,8.48,Gold Show ,185.PDX0319
3002523,"Portland, OR",3/31/19,8:58 AM,4:30 PM,7.53,Gold Show ,185.PDX0319
2861116,"Portland, OR",3/31/19,10:15 AM,5:00 PM,6.75,Gold Show ,185.PDX0319
3045058,"Seattle, WA",3/23/19,8:30 AM,5:30 PM,9.0,Gold Show ,186.SEA0319
3037713,"Seattle, WA",3/23/19,8:54 AM,7:30 PM,10.61,Gold Show ,186.SEA0319
