,date_sign_up,customer_id,first_product_sku,first_product_name,voucher_code,voucher_category,sales_rule_set
0,03/04/19,14846185,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CLE005,Direct Sales In-house,HF_20x3_Cleveland
1,03/04/19,14846203,US-FMP-2-4-0,Family - 2 meals per week for 4 people,CLE004,Direct Sales In-house,HF_20x3_Cleveland
2,03/04/19,14847089,US-CBT1-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
3,03/04/19,14848157,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CLE004,Direct Sales In-house,HF_20x3_Cleveland
4,03/04/19,14848708,US-CP-3-4-0,Classic - 3 meals per week for 4 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
5,03/04/19,14849135,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN002,Direct Sales In-house,HF_20x3_Denver
6,03/04/19,14849307,US-CP-2-2-0,Classic - 2 meals per week for 2 people,ATL008RES,Direct Sales In-house,HF_25x2_ResAtlanta
7,03/04/19,14849531,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN007,Direct Sales In-house,HF_20x3_Denver
8,03/04/19,14849861,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CLE028,Direct Sales In-house,HF_20x3_Cleveland
9,03/04/19,14850680,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
10,03/04/19,14850876,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX008,Direct Sales In-house,HF_20x3_Phoenix
11,03/04/19,14850879,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL033,Direct Sales In-house,HF_20x3_Atlanta
12,03/04/19,14851000,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
13,03/04/19,14851046,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH036,Direct Sales In-house,HF_20x3_Columbus
14,03/04/19,14850890,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL046,Direct Sales In-house,HF_20x3_Atlanta
15,03/04/19,14851477,US-CP-3-4-0,Classic - 3 meals per week for 4 people,IND027,Direct Sales In-house,HF_20x3_Indianapolis
16,03/04/19,14851595,US-FMP-2-4-0,Family - 2 meals per week for 4 people,ATL003,Direct Sales In-house,HF_20x3_Atlanta
17,03/04/19,14851686,US-CP-3-2-0,Classic - 3 meals per week for 2 people,JAX039,Direct Sales In-house,HF_20x3_Jacksonville
18,03/04/19,13505057,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
19,03/04/19,14851697,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL055,Direct Sales In-house,HF_20x3_Atlanta
20,03/04/19,14851607,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS030,Direct Sales In-house,HF_20x3_Boston
21,03/04/19,14852136,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL055,Direct Sales In-house,HF_20x3_Atlanta
22,03/04/19,14852280,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS019,Direct Sales In-house,HF_20x3_Boston
23,03/04/19,14852554,US-CP-4-2-0,Classic - 4 meals per week for 2 people,DFW005,Direct Sales In-house,HF_20x3_Dallas
24,03/04/19,14852828,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
25,03/04/19,14853168,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX008,Direct Sales In-house,HF_20x3_Phoenix
26,03/04/19,14853222,US-CP-3-4-0,Classic - 3 meals per week for 4 people,ATL033,Direct Sales In-house,HF_20x3_Atlanta
27,03/04/19,14853262,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
28,03/04/19,14853286,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS021,Direct Sales In-house,HF_20x3_Austin
29,03/04/19,14853319,US-CP-2-2-0,Classic - 2 meals per week for 2 people,BOS019EVT,Direct Sales In-house,HF_25x2_EvtBoston
30,03/04/19,14853777,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN013,Direct Sales In-house,HF_20x3_Denver
31,03/04/19,14854120,US-CBT1-3-2-0,Classic - 3 meals per week for 2 people,IND041,Direct Sales In-house,HF_20x3_Indianapolis
32,03/04/19,14854156,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW002,Direct Sales In-house,HF_20x3_Dallas
33,03/04/19,14854267,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND041,Direct Sales In-house,HF_20x3_Indianapolis
34,03/04/19,14854415,US-CP-3-2-0,Classic - 3 meals per week for 2 people,JAX039,Direct Sales In-house,HF_20x3_Jacksonville
35,03/04/19,14854366,US-CP-3-4-0,Classic - 3 meals per week for 4 people,JAX016,Direct Sales In-house,HF_20x3_Jacksonville
36,03/04/19,14854427,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS030,Direct Sales In-house,HF_20x3_Boston
37,03/04/19,14854402,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN008,Direct Sales In-house,HF_20x3_Denver
38,03/04/19,14854505,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
39,03/04/19,14854480,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS019,Direct Sales In-house,HF_20x3_Boston
40,03/04/19,14854532,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT021,Direct Sales In-house,HF_20x3_Pittsburgh
41,03/04/19,14854660,US-CP-3-4-0,Classic - 3 meals per week for 4 people,PIT050,Direct Sales In-house,HF_20x3_Pittsburgh
42,03/04/19,3509861,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX002,Direct Sales In-house,HF_20x3_Phoenix
43,03/04/19,14854347,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2ATL018,Direct Sales In-house,HF_10x3_Atlanta_2x2
44,03/04/19,14855032,US-FMP-2-4-0,Family - 2 meals per week for 4 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
45,03/04/19,14855054,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS021,Direct Sales In-house,HF_20x3_Austin
46,03/04/19,14855160,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL054,Direct Sales In-house,HF_20x3_Atlanta
47,03/04/19,14855250,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC010,Direct Sales In-house,HF_20x3_NYC
48,03/04/19,14855359,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW005,Direct Sales In-house,HF_20x3_Dallas
49,03/04/19,14855402,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS031,Direct Sales In-house,HF_20x3_Boston
50,03/04/19,14855507,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
51,03/04/19,14855499,US-CBT1-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
52,03/04/19,14855575,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND027,Direct Sales In-house,HF_20x3_Indianapolis
53,03/04/19,14855523,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SFO024,Direct Sales In-house,HF_20x3_Pleasanton
54,03/04/19,14855673,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX026,Direct Sales In-house,HF_20x3_Phoenix
55,03/04/19,14855797,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
56,03/04/19,3236965,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH012,Direct Sales In-house,HF_20x3_Columbus
57,03/04/19,14856009,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS031,Direct Sales In-house,HF_20x3_Boston
58,03/04/19,14856145,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT050,Direct Sales In-house,HF_20x3_Pittsburgh
59,03/04/19,14856322,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC010,Direct Sales In-house,HF_20x3_NYC
60,03/04/19,14856271,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND046,Direct Sales In-house,HF_20x3_Indianapolis
61,03/04/19,14856391,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS031,Direct Sales In-house,HF_20x3_Boston
62,03/04/19,14856376,US-CP-3-4-0,Classic - 3 meals per week for 4 people,PHX051,Direct Sales In-house,HF_20x3_Phoenix
63,03/04/19,14856220,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
64,03/04/19,14856404,US-CP-3-2-0,Classic - 3 meals per week for 2 people,JAX041,Direct Sales In-house,HF_20x3_Jacksonville
65,03/04/19,14856429,US-CP-3-2-0,Classic - 3 meals per week for 2 people,JAX041,Direct Sales In-house,HF_20x3_Jacksonville
66,03/04/19,14856576,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH012,Direct Sales In-house,HF_20x3_Columbus
67,03/04/19,14856622,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS050,Direct Sales In-house,HF_20x3_Austin
68,03/04/19,14853353,US-CP-3-4-0,Classic - 3 meals per week for 4 people,HOU008,Direct Sales In-house,HF_20x3_Houston
69,03/04/19,14856799,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SFO026,Direct Sales In-house,HF_20x3_Pleasanton
70,03/04/19,14856909,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT050,Direct Sales In-house,HF_20x3_Pittsburgh
71,03/04/19,14856988,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT001,Direct Sales In-house,HF_20x3_Pittsburgh
72,03/04/19,14856911,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC002,Direct Sales In-house,HF_20x3_NYC
73,03/04/19,14856878,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU006,Direct Sales In-house,HF_20x3_Houston
74,03/04/19,14857005,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW016,Direct Sales In-house,HF_20x3_Dallas
75,03/04/19,14857187,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND046,Direct Sales In-house,HF_20x3_Indianapolis
76,03/04/19,14856692,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU006,Direct Sales In-house,HF_20x3_Houston
77,03/04/19,14857296,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA060,Direct Sales In-house,HF_20x3_Seattle
78,03/04/19,14857346,US-CP-3-4-0,Classic - 3 meals per week for 4 people,DEN008,Direct Sales In-house,HF_20x3_Denver
79,03/04/19,14857378,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT050,Direct Sales In-house,HF_20x3_Pittsburgh
80,03/04/19,14857837,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH004,Direct Sales In-house,HF_20x3_Columbus
81,03/04/19,14857823,US-CP-3-4-0,Classic - 3 meals per week for 4 people,SEA060,Direct Sales In-house,HF_20x3_Seattle
82,03/04/19,14858057,US-CBT1-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
83,03/04/19,14858371,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL018,Direct Sales In-house,HF_20x3_Atlanta
84,03/04/19,14857118,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2AUS005,Direct Sales In-house,HF_10x3_Austin_2x2
85,03/04/19,14858202,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW003,Direct Sales In-house,HF_20x3_Dallas
86,03/04/19,14858646,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW016,Direct Sales In-house,HF_20x3_Dallas
87,03/04/19,14858810,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN031,Direct Sales In-house,HF_20x3_Denver
88,03/04/19,14858985,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU048,Direct Sales In-house,HF_20x3_Houston
89,03/04/19,14859210,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT035,Direct Sales In-house,HF_20x3_Pittsburgh
90,03/04/19,14859172,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU029,Direct Sales In-house,HF_20x3_Houston
91,03/04/19,14859195,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU026,Direct Sales In-house,HF_20x3_Houston
92,03/04/19,14859197,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SNA041,Direct Sales In-house,HF_20x3_Santa Ana
93,03/04/19,14859137,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2DEN013,Direct Sales In-house,HF_10x3_Denver_2x2
94,03/04/19,14859246,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW002,Direct Sales In-house,HF_20x3_Dallas
95,03/04/19,14859350,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT050,Direct Sales In-house,HF_20x3_Pittsburgh
96,03/04/19,14857096,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN002,Direct Sales In-house,HF_20x3_Denver
97,03/04/19,14859375,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2DEN084,Direct Sales In-house,HF_10x3_Denver_2x2
98,03/04/19,14859525,US-CP-3-4-0,Classic - 3 meals per week for 4 people,DFW015,Direct Sales In-house,HF_20x3_Dallas
99,03/04/19,14859555,US-CP-3-2-0,Classic - 3 meals per week for 2 people,HOU006,Direct Sales In-house,HF_20x3_Houston
100,03/04/19,14859834,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX026,Direct Sales In-house,HF_20x3_Phoenix
101,03/04/19,14859709,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN009,Direct Sales In-house,HF_20x3_Denver
102,03/04/19,14859986,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW001,Direct Sales In-house,HF_20x3_Dallas
103,03/04/19,14860147,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW015,Direct Sales In-house,HF_20x3_Dallas
104,03/04/19,14860338,US-FMP-2-4-0,Family - 2 meals per week for 4 people,SFO026,Direct Sales In-house,HF_20x3_Pleasanton
105,03/04/19,14860340,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SFO023,Direct Sales In-house,HF_20x3_Pleasanton
106,03/04/19,14860586,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX003,Direct Sales In-house,HF_20x3_Phoenix
107,03/04/19,14860623,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SNA041,Direct Sales In-house,HF_20x3_Santa Ana
108,03/04/19,14860783,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SFO024,Direct Sales In-house,HF_20x3_Pleasanton
109,03/04/19,14860800,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2AUS001,Direct Sales In-house,HF_10x3_Austin_2x2
110,03/04/19,14861000,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN009,Direct Sales In-house,HF_20x3_Denver
111,03/04/19,14861826,US-FMP-2-4-0,Family - 2 meals per week for 4 people,SEA020,Direct Sales In-house,HF_20x3_Seattle
112,03/04/19,14861876,US-CP-4-2-0,Classic - 4 meals per week for 2 people,SFO019,Direct Sales In-house,HF_20x3_Pleasanton
113,03/05/19,4838210,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC003,Direct Sales In-house,HF_20x3_NYC
114,03/05/19,14863422,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC003,Direct Sales In-house,HF_20x3_NYC
115,03/05/19,1219247,US-FMP-3-4-0,Family - 3 meals per week for 4 people,DEN012,Direct Sales In-house,HF_20x3_Denver
116,03/05/19,14864517,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS021,Direct Sales In-house,HF_20x3_Austin
117,03/05/19,14865178,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN022,Direct Sales In-house,HF_20x3_Denver
118,03/05/19,14865494,US-CP-3-4-0,Classic - 3 meals per week for 4 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
119,03/05/19,14865846,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS002,Direct Sales In-house,HF_20x3_Boston
120,03/05/19,14865945,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS047,Direct Sales In-house,HF_20x3_Austin
121,03/05/19,14866572,US-CP-2-2-0,Classic - 2 meals per week for 2 people,2X2DEN095,Direct Sales In-house,HF_10x3_Denver_2x2
122,03/05/19,14866659,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN100,Direct Sales In-house,HF_20x3_Denver
123,03/05/19,14866785,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW004,Direct Sales In-house,HF_20x3_Dallas
124,03/05/19,14867210,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL012,Direct Sales In-house,HF_20x3_Atlanta
125,03/05/19,14867223,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX027,Direct Sales In-house,HF_20x3_Phoenix
126,03/05/19,14867373,US-CP-3-4-0,Classic - 3 meals per week for 4 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
127,03/05/19,14867520,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX027,Direct Sales In-house,HF_20x3_Phoenix
128,03/05/19,14867557,US-FMP-2-4-0,Family - 2 meals per week for 4 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
129,03/05/19,14867644,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL005,Direct Sales In-house,HF_20x3_Atlanta
130,03/05/19,14867767,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN095,Direct Sales In-house,HF_20x3_Denver
131,03/05/19,14867758,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN038,Direct Sales In-house,HF_20x3_Denver
132,03/05/19,14867864,US-CP-3-4-0,Classic - 3 meals per week for 4 people,DFW004,Direct Sales In-house,HF_20x3_Dallas
133,03/05/19,14867779,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN022,Direct Sales In-house,HF_20x3_Denver
134,03/05/19,14867863,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
135,03/05/19,14867903,US-CP-3-4-0,Classic - 3 meals per week for 4 people,DEN027,Direct Sales In-house,HF_20x3_Denver
136,03/05/19,14867983,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW034,Direct Sales In-house,HF_20x3_Dallas
137,03/05/19,14868363,US-CP-3-2-0,Classic - 3 meals per week for 2 people,NYC016,Direct Sales In-house,HF_20x3_NYC
138,03/05/19,14868518,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN004,Direct Sales In-house,HF_20x3_Denver
139,03/05/19,14868561,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA014,Direct Sales In-house,HF_20x3_Seattle
140,03/05/19,14869056,US-CP-3-4-0,Classic - 3 meals per week for 4 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
141,03/05/19,14869195,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA056,Direct Sales In-house,HF_20x3_Seattle
142,03/05/19,14869375,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN038,Direct Sales In-house,HF_20x3_Denver
143,03/05/19,14869331,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL033,Direct Sales In-house,HF_20x3_Atlanta
144,03/05/19,14869546,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA078,Direct Sales In-house,HF_20x3_Seattle
145,03/05/19,14870153,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN027,Direct Sales In-house,HF_20x3_Denver
146,03/05/19,14870550,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX027,Direct Sales In-house,HF_20x3_Phoenix
147,03/05/19,14870698,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA014,Direct Sales In-house,HF_20x3_Seattle
148,03/05/19,14870660,US-FMP-2-4-0,Family - 2 meals per week for 4 people,SNA041,Direct Sales In-house,HF_20x3_Santa Ana
149,03/05/19,14871085,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
150,03/05/19,14871150,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
151,03/05/19,14871222,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA014,Direct Sales In-house,HF_20x3_Seattle
152,03/05/19,14871377,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX032,Direct Sales In-house,HF_20x3_Phoenix
153,03/05/19,14871391,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA069,Direct Sales In-house,HF_20x3_Seattle
154,03/05/19,14871585,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SEA069,Direct Sales In-house,HF_20x3_Seattle
155,03/05/19,14871583,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN027,Direct Sales In-house,HF_20x3_Denver
156,03/05/19,7186813,US-CP-3-2-0,Classic - 3 meals per week for 2 people,SFO023,Direct Sales In-house,HF_20x3_Pleasanton
157,03/05/19,14872183,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS002,Direct Sales In-house,HF_20x3_Boston
158,03/05/19,14872408,US-CP-3-4-0,Classic - 3 meals per week for 4 people,DEN012,Direct Sales In-house,HF_20x3_Denver
159,03/05/19,14873014,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
160,03/05/19,14873533,US-CP-3-4-0,Classic - 3 meals per week for 4 people,PHX002,Direct Sales In-house,HF_20x3_Phoenix
161,03/05/19,14873674,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX051,Direct Sales In-house,HF_20x3_Phoenix
162,03/05/19,14873939,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS031,Direct Sales In-house,HF_20x3_Boston
163,03/05/19,14873897,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT002,Direct Sales In-house,HF_20x3_Pittsburgh
164,03/05/19,14874157,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX006,Direct Sales In-house,HF_20x3_Phoenix
165,03/05/19,14874297,US-FMP-3-4-0,Family - 3 meals per week for 4 people,DEN017,Direct Sales In-house,HF_20x3_Denver
166,03/05/19,14874107,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN038,Direct Sales In-house,HF_20x3_Denver
167,03/05/19,14874622,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW002,Direct Sales In-house,HF_20x3_Dallas
168,03/05/19,14874687,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CLE014,Direct Sales In-house,HF_20x3_Cleveland
169,03/05/19,14874735,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX008,Direct Sales In-house,HF_20x3_Phoenix
170,03/05/19,14874907,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL043,Direct Sales In-house,HF_20x3_Atlanta
171,03/05/19,14874598,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL053,Direct Sales In-house,HF_20x3_Atlanta
172,03/05/19,14875097,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
173,03/05/19,14875124,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL042,Direct Sales In-house,HF_20x3_Atlanta
174,03/05/19,14875342,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL046,Direct Sales In-house,HF_20x3_Atlanta
175,03/05/19,14875409,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS030,Direct Sales In-house,HF_20x3_Boston
176,03/05/19,14875466,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL020,Direct Sales In-house,HF_20x3_Atlanta
177,03/05/19,14875512,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS050,Direct Sales In-house,HF_20x3_Austin
178,03/05/19,14875846,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL043,Direct Sales In-house,HF_20x3_Atlanta
179,03/05/19,14875840,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL043,Direct Sales In-house,HF_20x3_Atlanta
180,03/05/19,14875856,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS030,Direct Sales In-house,HF_20x3_Boston
181,03/05/19,14875819,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL033,Direct Sales In-house,HF_20x3_Atlanta
182,03/05/19,14875887,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN012,Direct Sales In-house,HF_20x3_Denver
183,03/05/19,14876048,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL020,Direct Sales In-house,HF_20x3_Atlanta
184,03/05/19,14876111,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT001,Direct Sales In-house,HF_20x3_Pittsburgh
185,03/05/19,14876008,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
186,03/05/19,14876125,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS030,Direct Sales In-house,HF_20x3_Boston
187,03/05/19,14876290,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
188,03/05/19,14876358,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT001,Direct Sales In-house,HF_20x3_Pittsburgh
189,03/05/19,14876375,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH010,Direct Sales In-house,HF_20x3_Columbus
190,03/05/19,14876363,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL046,Direct Sales In-house,HF_20x3_Atlanta
191,03/05/19,14876525,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PHX044,Direct Sales In-house,HF_20x3_Phoenix
192,03/05/19,14876695,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
193,03/05/19,14876730,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS050,Direct Sales In-house,HF_20x3_Austin
194,03/05/19,14876757,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW015,Direct Sales In-house,HF_20x3_Dallas
195,03/05/19,14877110,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH027,Direct Sales In-house,HF_20x3_Columbus
196,03/05/19,14877139,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL020,Direct Sales In-house,HF_20x3_Atlanta
197,03/05/19,14877261,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PIT052,Direct Sales In-house,HF_20x3_Pittsburgh
198,03/05/19,14877202,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS048,Direct Sales In-house,HF_20x3_Austin
199,03/05/19,14877310,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN008,Direct Sales In-house,HF_20x3_Denver
200,03/05/19,14877381,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS031,Direct Sales In-house,HF_20x3_Boston
201,03/05/19,14877392,US-CP-3-2-0,Classic - 3 meals per week for 2 people,ATL046,Direct Sales In-house,HF_20x3_Atlanta
202,03/05/19,14877460,US-CP-3-2-0,Classic - 3 meals per week for 2 people,CMH019,Direct Sales In-house,HF_20x3_Columbus
203,03/05/19,14877691,US-CP-3-2-0,Classic - 3 meals per week for 2 people,AUS048,Direct Sales In-house,HF_20x3_Austin
204,03/05/19,14877658,US-CP-3-2-0,Classic - 3 meals per week for 2 people,BOS019,Direct Sales In-house,HF_20x3_Boston
