date_sign_up,customer_id,initial_sales_order_nr,customer_name,first_product_sku,first_product_name,voucher_code
1/24/2019 11:01,14147179,247779773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND044MAL
1/24/2019 11:03,3915220,271779773,,US-CP-2-2-0,Classic - 2 meals per week for 2 people,BOS019MAL
1/24/2019 11:04,14147267,262579773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN022MAL
1/24/2019 11:11,14147410,277179773,,US-CP-2-2-0,Classic - 2 meals per week for 2 people,CLE030EVT
1/24/2019 11:16,14147497,278379773,,US-VP-3-2-0,3 Meals (vegetarian) for 2 people,SEA020MAL
1/24/2019 11:20,14147589,216459773,,US-CP-2-2-0,Classic - 2 meals per week for 2 people,DEN090FIT
1/24/2019 11:21,14147617,299459773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DFW039EVT
1/24/2019 11:30,14147846,264659773,,US-CP-2-2-0,Classic - 2 meals per week for 2 people,HSN029EVT
1/24/2019 11:32,14147814,266659773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,PLN024MAL
1/24/2019 11:37,14147924,241659773,,US-CP-2-2-0,Classic - 2 meals per week for 2 people,PLN028EVT
1/24/2019 11:35,14147927,251659773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,DEN095FIT
1/24/2019 11:38,11743586,298959773,,US-CP-3-2-0,Classic - 3 meals per week for 2 people,IND027EVT
